,Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
58,"APRR: APRR is a motorway operator company., CleanTech, FinTech",4,4_cars_industry_of_manufacturer,"['cars', 'industry', 'of', 'manufacturer', '40', 'other', 'automotive', 'and', 'transformation', 'digital']","['Volkswagen: Leading German automotive manufacturer, Digital Transformation, Automation, Industry 4.0', 'Porsche: Leading manufacturer of high quality cars, Other, Automation, Digital Transformation', 'Daimler: Producer of premium cars and manufacturer of commercial vehicles, Other, Digital Transformation, Automation']",cars - industry - of - manufacturer - 40 - other - automotive - and - transformation - digital,0.6854323963528838,False
59,"Daimler: Producer of premium cars and manufacturer of commercial vehicles, Other, Digital Transformation, Automation",4,4_cars_industry_of_manufacturer,"['cars', 'industry', 'of', 'manufacturer', '40', 'other', 'automotive', 'and', 'transformation', 'digital']","['Volkswagen: Leading German automotive manufacturer, Digital Transformation, Automation, Industry 4.0', 'Porsche: Leading manufacturer of high quality cars, Other, Automation, Digital Transformation', 'Daimler: Producer of premium cars and manufacturer of commercial vehicles, Other, Digital Transformation, Automation']",cars - industry - of - manufacturer - 40 - other - automotive - and - transformation - digital,1.0,True
60,"Volkswagen: Leading German automotive manufacturer, Digital Transformation, Automation, Industry 4.0",4,4_cars_industry_of_manufacturer,"['cars', 'industry', 'of', 'manufacturer', '40', 'other', 'automotive', 'and', 'transformation', 'digital']","['Volkswagen: Leading German automotive manufacturer, Digital Transformation, Automation, Industry 4.0', 'Porsche: Leading manufacturer of high quality cars, Other, Automation, Digital Transformation', 'Daimler: Producer of premium cars and manufacturer of commercial vehicles, Other, Digital Transformation, Automation']",cars - industry - of - manufacturer - 40 - other - automotive - and - transformation - digital,0.8329082925361382,True
61,"Bosch: The Bosch Group is a global supplier of technology and services., Other, Digital Transformation, Automation",10,10_group_automation_technology_transformation,"['group', 'automation', 'technology', 'transformation', 'savills', 'auchan', 'sandvik', 'gategroup', 'otto', 'cnh']","['Safran: International technology group with three core businesses: aerospace, defense, and security, Automation, Digital Transformation, Future of Work', 'Otto Group: Otto Group is a globally operating retail and services group., Other, Automation, FinTech', 'Bosch: The Bosch Group is a global supplier of technology and services., Other, Digital Transformation, Automation']",group - automation - technology - transformation - savills - auchan - sandvik - gategroup - otto - cnh,1.0,True
62,"SAP: SAP is a technology company that develops enterprise application software for companies and industries across diverse sectors., Digital Transformation, Automation, Other",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
63,"Allianz: Allianz offers a wide range of insurance and asset management products and information technology services., Digital Transformation, Automation, InsurTech",7,7_insurance_insurtech_group_and,"['insurance', 'insurtech', 'group', 'and', 'direct', 'transformation', 'life', 'services', 'digital', 'fintech']","['Achmea: Achmea is an insurance company that provides its clients with health, life, and non-life insurance services., Digital Transformation, HealthTech, InsurTech', ""Lloyd's: Lloyd’s is the world’s specialist insurance market., InsurTech, FinTech, Digital Transformation"", 'Zurich Insurance Group: The Zurich Insurance Group is a multi-line insurance provider that delivers general insurance and life insurance products and services., Digital Transformation, Automation, InsurTech']",insurance - insurtech - group - and - direct - transformation - life - services - digital - fintech,0.9248047163045711,False
64,"BNP Paribas: BNP Paribas Corporate and Investment Banking, Automation, FinTech, Digital Transformation",1,1_bank_fintech_financial_banking,"['bank', 'fintech', 'financial', 'banking', 'services', 'payments', 'is', 'digital', 'of', 'transformation']","['HSBC: Is a British multinational banking and financial services company, Digital Transformation, Automation, FinTech', 'The Royal Bank of Scotland: The Royal Bank of Scotland is a bank providing retail banking services throughout the United Kingdom and Ireland.\xa0, Other, FinTech, Automation', 'Deutsche Bank: Global investment bank, offers financial products and services to corporate and institutional clients, FinTech, Automation, Digital Transformation']",bank - fintech - financial - banking - services - payments - is - digital - of - transformation,0.6374446832998271,False
65,"Porsche: Leading manufacturer of high quality cars, Other, Automation, Digital Transformation",4,4_cars_industry_of_manufacturer,"['cars', 'industry', 'of', 'manufacturer', '40', 'other', 'automotive', 'and', 'transformation', 'digital']","['Volkswagen: Leading German automotive manufacturer, Digital Transformation, Automation, Industry 4.0', 'Porsche: Leading manufacturer of high quality cars, Other, Automation, Digital Transformation', 'Daimler: Producer of premium cars and manufacturer of commercial vehicles, Other, Digital Transformation, Automation']",cars - industry - of - manufacturer - 40 - other - automotive - and - transformation - digital,1.0,True
66,"AXA Group: AXA is a French multinational insurance firm that focuses on global insurance, investment management, and other financial services., InsurTech, Automation, Digital Transformation",7,7_insurance_insurtech_group_and,"['insurance', 'insurtech', 'group', 'and', 'direct', 'transformation', 'life', 'services', 'digital', 'fintech']","['Achmea: Achmea is an insurance company that provides its clients with health, life, and non-life insurance services., Digital Transformation, HealthTech, InsurTech', ""Lloyd's: Lloyd’s is the world’s specialist insurance market., InsurTech, FinTech, Digital Transformation"", 'Zurich Insurance Group: The Zurich Insurance Group is a multi-line insurance provider that delivers general insurance and life insurance products and services., Digital Transformation, Automation, InsurTech']",insurance - insurtech - group - and - direct - transformation - life - services - digital - fintech,0.4487039099970722,False
67,"Vodafone: Vodafone is a mobile telecommunications company that offers voice, messaging, and data services., Digital Transformation, Automation, Other",8,8_mobile_telecommunications_services_communications,"['mobile', 'telecommunications', 'services', 'communications', 'broadband', 'fixed', 'digital', 'transformation', 'automation', 'and']","['Partner Communications Company: Partner Communications Company is a mobile network operator, internet Wi-Fi, fixed telephony service and OTT/IPTV provider in Israel., Cybersecurity, Security, HealthTech', 'SFR: SFR operates as a mobile telecommunications operator that offers mobile telephony services., Digital Transformation, Automation, HealthTech', 'Movistar: Movistar is a Spanish mobile phone operator offering fixed and mobile telephony and broadband services for its clients.\xa0, Automation, MarTech, Future of Work']",mobile - telecommunications - services - communications - broadband - fixed - digital - transformation - automation - and,1.0,False
68,"Bayer: Bayer is a multinational pharmaceutical and life sciences company., Digital Transformation, Other, Automation",2,2_healthtech_health_and_medical,"['healthtech', 'health', 'and', 'medical', 'healthcare', 'digital', 'transformation', 'in', 'the', 'pharmaceutical']","['Novo Nordisk: Novo Nordisk is a global healthcare company with more than 90 years of innovation and leadership in diabetes care., HealthTech, Health Care', 'University Medical Center Groningen: University Medical Center Groningen is a hospital in Groningen, The Netherlands. Its core tasks are academic health care, medical education., HealthTech, Automation', 'Fresenius Medical Care: Fresenius Medical Care is a healthcare company that provides dialysis treatment for those with chronic kidney diseases., Digital Transformation, Future of Work, Automation']",healthtech - health - and - medical - healthcare - digital - transformation - in - the - pharmaceutical,0.47416775276049544,False
69,"Accenture: A global management consulting, technology services and outsourcing company, Automation, Digital Transformation, Other",11,11_consulting_manpower_automation_and,"['consulting', 'manpower', 'automation', 'and', 'recruitment', 'services', 'solutions', 'technology', 'management', 'business']","['Atos: Consulting services and solutions, ranging from supporting strategy development to enterprise solutions and technology, Automation, Digital Transformation, Future of Work', 'Randstad: Randstad is a global solutions provider in staffing and recruitment consultancy and placing talent in permanent and temporary job positions., Digital Transformation, Automation, Future of Work', 'Manpower: Manpower is a job recruitment firm engaged in providing Manpower, and talent solutions to the clients., Digital Transformation, Automation, Future of Work']",consulting - manpower - automation - and - recruitment - services - solutions - technology - management - business,1.0,False
70,"Deutsche Bank: Global investment bank, offers financial products and services to corporate and institutional clients, FinTech, Automation, Digital Transformation",1,1_bank_fintech_financial_banking,"['bank', 'fintech', 'financial', 'banking', 'services', 'payments', 'is', 'digital', 'of', 'transformation']","['HSBC: Is a British multinational banking and financial services company, Digital Transformation, Automation, FinTech', 'The Royal Bank of Scotland: The Royal Bank of Scotland is a bank providing retail banking services throughout the United Kingdom and Ireland.\xa0, Other, FinTech, Automation', 'Deutsche Bank: Global investment bank, offers financial products and services to corporate and institutional clients, FinTech, Automation, Digital Transformation']",bank - fintech - financial - banking - services - payments - is - digital - of - transformation,0.7362224139683868,True
71,"Continental: Develops pioneering technologies and services for sustainable and connected mobility of people and their goods, Automation, Industry 4.0, Digital Transformation",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
72,"Orange: One of the leading telecommunications companies in the world, Digital Transformation, Automation, Other",8,8_mobile_telecommunications_services_communications,"['mobile', 'telecommunications', 'services', 'communications', 'broadband', 'fixed', 'digital', 'transformation', 'automation', 'and']","['Partner Communications Company: Partner Communications Company is a mobile network operator, internet Wi-Fi, fixed telephony service and OTT/IPTV provider in Israel., Cybersecurity, Security, HealthTech', 'SFR: SFR operates as a mobile telecommunications operator that offers mobile telephony services., Digital Transformation, Automation, HealthTech', 'Movistar: Movistar is a Spanish mobile phone operator offering fixed and mobile telephony and broadband services for its clients.\xa0, Automation, MarTech, Future of Work']",mobile - telecommunications - services - communications - broadband - fixed - digital - transformation - automation - and,1.0,False
73,"Telefonica: Telefonica is a diversified telecommunications group that provides fixed line and mobile telephone services., Digital Transformation, Automation, Other",8,8_mobile_telecommunications_services_communications,"['mobile', 'telecommunications', 'services', 'communications', 'broadband', 'fixed', 'digital', 'transformation', 'automation', 'and']","['Partner Communications Company: Partner Communications Company is a mobile network operator, internet Wi-Fi, fixed telephony service and OTT/IPTV provider in Israel., Cybersecurity, Security, HealthTech', 'SFR: SFR operates as a mobile telecommunications operator that offers mobile telephony services., Digital Transformation, Automation, HealthTech', 'Movistar: Movistar is a Spanish mobile phone operator offering fixed and mobile telephony and broadband services for its clients.\xa0, Automation, MarTech, Future of Work']",mobile - telecommunications - services - communications - broadband - fixed - digital - transformation - automation - and,1.0,False
74,"ABB: ABB is a company provides power and automation technologies for smart grids, robotics, electric cars, renewable energy and motors., Automation, Digital Transformation, Industry 4.0",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
75,"Total: Total is one of the world's major oil and gas groups, with activities in more than 130 countries., Digital Transformation, Automation, Other",3,3_energy_gas_and_electricity,"['energy', 'gas', 'and', 'electricity', 'is', 'company', 'transformation', 'water', 'digital', 'the']","['Engie: ENGIE is a global energy player and an expert operator in the three key sectors of electricity, natural gas and energy services., Automation, Digital Transformation, Other', 'Veolia: Veolia group is the global leader in optimized resource management. With nearly 179,000 employees worldwide, the Group designs and provides water, waste and energy management solutions which contribute to the sustainable development of communities and industries. Through its three complementary business activities, Veolia helps to develop access to resources, preserve available resources, and to replenish them. In 2019, the Veolia group supplied 98 million people with drinking water and 67 million people with wastewater service, produced nearly 45 million megawatt hours of energy and treated 50 million metric tons of waste. Veolia Environnement (listed on Paris Euronext: VIE) recorded consolidated revenue of €27.189 billion in 2019 (USD 29.9 billion)., Digital Transformation, Automation, Smart Supply Chain', 'Equinor: Equinor is an energy company that specializes in providing oil, gas, wind energy, and solar power energy., Other, CleanTech, FinTech']",energy - gas - and - electricity - is - company - transformation - water - digital - the,0.6380534013427162,False
76,"Otto Group: Otto Group is a globally operating retail and services group., Other, Automation, FinTech",10,10_group_automation_technology_transformation,"['group', 'automation', 'technology', 'transformation', 'savills', 'auchan', 'sandvik', 'gategroup', 'otto', 'cnh']","['Safran: International technology group with three core businesses: aerospace, defense, and security, Automation, Digital Transformation, Future of Work', 'Otto Group: Otto Group is a globally operating retail and services group., Other, Automation, FinTech', 'Bosch: The Bosch Group is a global supplier of technology and services., Other, Digital Transformation, Automation']",group - automation - technology - transformation - savills - auchan - sandvik - gategroup - otto - cnh,1.0,True
77,"BSH Home Appliances Group: BSH operates as a manufacturer of home appliances in Europe., Other, Digital Transformation, SaaS",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
78,"Carrefour: Operates hypermarkets, supermarkets, and hard discount and convenience stores in Europe, Latin America, and Asia, Automation, Digital Transformation, Other",0,0_and_food_is_the,"['and', 'food', 'is', 'the', 'that', 'of', 'automation', 'products', 'in', 'stores']","['Lesara: Lesara is the leading global agile retail pioneer for amazing fashion merchandise at best prices.\r\n\r\nThe company has offices in China and Germany and since its launch in 2013 expanded into 24 markets in 7 languages across Europe, grew its assortment to more than 100.000 SKUs and the the team to over 300 employees.\r\n\r\nLesara is operating a completely vertically integrated supply chain and needs only 2 weeks from idea over design, production to product go-live for its collections.\r\n\r\nThe company was awarded as fastest growing tech-company in Europe in 2016., Digitalization', 'Next: Next is engages in the retail of clothing, footwear, accessories, and home products for men, women, and children., Automation, Digital Transformation, HealthTech', 's.Oliver: s.Oliver is an online shop for apparel and fashion., Automation, Digital Transformation, Future of Work']",and - food - is - the - that - of - automation - products - in - stores,1.0,False
79,"Audi: Vorsprung durch Technik, Other, Automation, Future of Work",4,4_cars_industry_of_manufacturer,"['cars', 'industry', 'of', 'manufacturer', '40', 'other', 'automotive', 'and', 'transformation', 'digital']","['Volkswagen: Leading German automotive manufacturer, Digital Transformation, Automation, Industry 4.0', 'Porsche: Leading manufacturer of high quality cars, Other, Automation, Digital Transformation', 'Daimler: Producer of premium cars and manufacturer of commercial vehicles, Other, Digital Transformation, Automation']",cars - industry - of - manufacturer - 40 - other - automotive - and - transformation - digital,0.9784698393199992,False
80,"Commerzbank: Leading international commercial bank, FinTech, Automation, Future of Work",1,1_bank_fintech_financial_banking,"['bank', 'fintech', 'financial', 'banking', 'services', 'payments', 'is', 'digital', 'of', 'transformation']","['HSBC: Is a British multinational banking and financial services company, Digital Transformation, Automation, FinTech', 'The Royal Bank of Scotland: The Royal Bank of Scotland is a bank providing retail banking services throughout the United Kingdom and Ireland.\xa0, Other, FinTech, Automation', 'Deutsche Bank: Global investment bank, offers financial products and services to corporate and institutional clients, FinTech, Automation, Digital Transformation']",bank - fintech - financial - banking - services - payments - is - digital - of - transformation,1.0,False
81,"Henkel: Operates worldwide with leading brands and technologies in three business areas: Adhesives, Beauty Care and Laundry & Home Care, Automation, Digital Transformation, Industry 4.0",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
82,"Engie: ENGIE is a global energy player and an expert operator in the three key sectors of electricity, natural gas and energy services., Automation, Digital Transformation, Other",3,3_energy_gas_and_electricity,"['energy', 'gas', 'and', 'electricity', 'is', 'company', 'transformation', 'water', 'digital', 'the']","['Engie: ENGIE is a global energy player and an expert operator in the three key sectors of electricity, natural gas and energy services., Automation, Digital Transformation, Other', 'Veolia: Veolia group is the global leader in optimized resource management. With nearly 179,000 employees worldwide, the Group designs and provides water, waste and energy management solutions which contribute to the sustainable development of communities and industries. Through its three complementary business activities, Veolia helps to develop access to resources, preserve available resources, and to replenish them. In 2019, the Veolia group supplied 98 million people with drinking water and 67 million people with wastewater service, produced nearly 45 million megawatt hours of energy and treated 50 million metric tons of waste. Veolia Environnement (listed on Paris Euronext: VIE) recorded consolidated revenue of €27.189 billion in 2019 (USD 29.9 billion)., Digital Transformation, Automation, Smart Supply Chain', 'Equinor: Equinor is an energy company that specializes in providing oil, gas, wind energy, and solar power energy., Other, CleanTech, FinTech']",energy - gas - and - electricity - is - company - transformation - water - digital - the,0.6878504520125088,True
83,"Infineon Technologies: Infineon Technologies offers semiconductor solutions, microcontrollers, LED drivers, sensors and Automotive & Power Management ICs., Other, Industry 4.0, Automation",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
84,"Roche: Roche is a pharmaceutical and diagnostics company that focused on improving people’s lives., Digital Transformation, HealthTech, Automation",2,2_healthtech_health_and_medical,"['healthtech', 'health', 'and', 'medical', 'healthcare', 'digital', 'transformation', 'in', 'the', 'pharmaceutical']","['Novo Nordisk: Novo Nordisk is a global healthcare company with more than 90 years of innovation and leadership in diabetes care., HealthTech, Health Care', 'University Medical Center Groningen: University Medical Center Groningen is a hospital in Groningen, The Netherlands. Its core tasks are academic health care, medical education., HealthTech, Automation', 'Fresenius Medical Care: Fresenius Medical Care is a healthcare company that provides dialysis treatment for those with chronic kidney diseases., Digital Transformation, Future of Work, Automation']",healthtech - health - and - medical - healthcare - digital - transformation - in - the - pharmaceutical,1.0,False
85,"L'Oreal: L’Oréal manufactures and sells cosmetic products for women and men worldwide., Digital Transformation, Automation, MarTech",0,0_and_food_is_the,"['and', 'food', 'is', 'the', 'that', 'of', 'automation', 'products', 'in', 'stores']","['Lesara: Lesara is the leading global agile retail pioneer for amazing fashion merchandise at best prices.\r\n\r\nThe company has offices in China and Germany and since its launch in 2013 expanded into 24 markets in 7 languages across Europe, grew its assortment to more than 100.000 SKUs and the the team to over 300 employees.\r\n\r\nLesara is operating a completely vertically integrated supply chain and needs only 2 weeks from idea over design, production to product go-live for its collections.\r\n\r\nThe company was awarded as fastest growing tech-company in Europe in 2016., Digitalization', 'Next: Next is engages in the retail of clothing, footwear, accessories, and home products for men, women, and children., Automation, Digital Transformation, HealthTech', 's.Oliver: s.Oliver is an online shop for apparel and fashion., Automation, Digital Transformation, Future of Work']",and - food - is - the - that - of - automation - products - in - stores,1.0,False
86,"Renault: Renault designs, manufactures, sells, repairs, maintains, and leases motor vehicles., Digital Transformation, Automation, Other",4,4_cars_industry_of_manufacturer,"['cars', 'industry', 'of', 'manufacturer', '40', 'other', 'automotive', 'and', 'transformation', 'digital']","['Volkswagen: Leading German automotive manufacturer, Digital Transformation, Automation, Industry 4.0', 'Porsche: Leading manufacturer of high quality cars, Other, Automation, Digital Transformation', 'Daimler: Producer of premium cars and manufacturer of commercial vehicles, Other, Digital Transformation, Automation']",cars - industry - of - manufacturer - 40 - other - automotive - and - transformation - digital,1.0,False
87,"Ernst & Young: Ernst & Young Limited is a global leader in assurance, tax, transaction and advisory services., Automation, Digital Transformation, Artificial Intelligence",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
88,"Nottingham University Hospitals: Nottingham University Hospitals is a chain of hospitals that offers training, eye casualty, maternity, education and health services., HealthTech, Digital Transformation, Automation",2,2_healthtech_health_and_medical,"['healthtech', 'health', 'and', 'medical', 'healthcare', 'digital', 'transformation', 'in', 'the', 'pharmaceutical']","['Novo Nordisk: Novo Nordisk is a global healthcare company with more than 90 years of innovation and leadership in diabetes care., HealthTech, Health Care', 'University Medical Center Groningen: University Medical Center Groningen is a hospital in Groningen, The Netherlands. Its core tasks are academic health care, medical education., HealthTech, Automation', 'Fresenius Medical Care: Fresenius Medical Care is a healthcare company that provides dialysis treatment for those with chronic kidney diseases., Digital Transformation, Future of Work, Automation']",healthtech - health - and - medical - healthcare - digital - transformation - in - the - pharmaceutical,0.4466405946442183,False
89,"Schneider Electric: Schneider Electric is a company that creates products that help people conserve energy., Digital Transformation, Other, Automation",3,3_energy_gas_and_electricity,"['energy', 'gas', 'and', 'electricity', 'is', 'company', 'transformation', 'water', 'digital', 'the']","['Engie: ENGIE is a global energy player and an expert operator in the three key sectors of electricity, natural gas and energy services., Automation, Digital Transformation, Other', 'Veolia: Veolia group is the global leader in optimized resource management. With nearly 179,000 employees worldwide, the Group designs and provides water, waste and energy management solutions which contribute to the sustainable development of communities and industries. Through its three complementary business activities, Veolia helps to develop access to resources, preserve available resources, and to replenish them. In 2019, the Veolia group supplied 98 million people with drinking water and 67 million people with wastewater service, produced nearly 45 million megawatt hours of energy and treated 50 million metric tons of waste. Veolia Environnement (listed on Paris Euronext: VIE) recorded consolidated revenue of €27.189 billion in 2019 (USD 29.9 billion)., Digital Transformation, Automation, Smart Supply Chain', 'Equinor: Equinor is an energy company that specializes in providing oil, gas, wind energy, and solar power energy., Other, CleanTech, FinTech']",energy - gas - and - electricity - is - company - transformation - water - digital - the,0.8152569030350755,False
90,"Sage: Sage is an application to create payroll slip online and designed as per business requirements suitable for various sectors., Digital Transformation, FinTech, Automation",11,11_consulting_manpower_automation_and,"['consulting', 'manpower', 'automation', 'and', 'recruitment', 'services', 'solutions', 'technology', 'management', 'business']","['Atos: Consulting services and solutions, ranging from supporting strategy development to enterprise solutions and technology, Automation, Digital Transformation, Future of Work', 'Randstad: Randstad is a global solutions provider in staffing and recruitment consultancy and placing talent in permanent and temporary job positions., Digital Transformation, Automation, Future of Work', 'Manpower: Manpower is a job recruitment firm engaged in providing Manpower, and talent solutions to the clients., Digital Transformation, Automation, Future of Work']",consulting - manpower - automation - and - recruitment - services - solutions - technology - management - business,0.9205465300578447,False
91,"Decathlon: Decathlon is an online shop for buying sports goods., Automation, Digital Transformation, MarTech",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
92,"Boehringer Ingelheim: Boehringer Ingelheim is a group of companies embracing many cultures and diverse societies., HealthTech, Automation, Digital Transformation",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
93,"Voith: Voith | Home, Digital Transformation, Automation, New Mobility",8,8_mobile_telecommunications_services_communications,"['mobile', 'telecommunications', 'services', 'communications', 'broadband', 'fixed', 'digital', 'transformation', 'automation', 'and']","['Partner Communications Company: Partner Communications Company is a mobile network operator, internet Wi-Fi, fixed telephony service and OTT/IPTV provider in Israel., Cybersecurity, Security, HealthTech', 'SFR: SFR operates as a mobile telecommunications operator that offers mobile telephony services., Digital Transformation, Automation, HealthTech', 'Movistar: Movistar is a Spanish mobile phone operator offering fixed and mobile telephony and broadband services for its clients.\xa0, Automation, MarTech, Future of Work']",mobile - telecommunications - services - communications - broadband - fixed - digital - transformation - automation - and,0.7987226261260292,False
94,"Royal Dutch Shell: Royal Dutch Shell is a global group of energy and petrochemicals companies., Digital Transformation, Automation, Other",3,3_energy_gas_and_electricity,"['energy', 'gas', 'and', 'electricity', 'is', 'company', 'transformation', 'water', 'digital', 'the']","['Engie: ENGIE is a global energy player and an expert operator in the three key sectors of electricity, natural gas and energy services., Automation, Digital Transformation, Other', 'Veolia: Veolia group is the global leader in optimized resource management. With nearly 179,000 employees worldwide, the Group designs and provides water, waste and energy management solutions which contribute to the sustainable development of communities and industries. Through its three complementary business activities, Veolia helps to develop access to resources, preserve available resources, and to replenish them. In 2019, the Veolia group supplied 98 million people with drinking water and 67 million people with wastewater service, produced nearly 45 million megawatt hours of energy and treated 50 million metric tons of waste. Veolia Environnement (listed on Paris Euronext: VIE) recorded consolidated revenue of €27.189 billion in 2019 (USD 29.9 billion)., Digital Transformation, Automation, Smart Supply Chain', 'Equinor: Equinor is an energy company that specializes in providing oil, gas, wind energy, and solar power energy., Other, CleanTech, FinTech']",energy - gas - and - electricity - is - company - transformation - water - digital - the,0.5001281929488974,False
95,"MAN Truck & Bus: MAN Truck & Bus, with headquarters in Munich, is one of the international suppliers of commercial vehicles and transport., Digital Transformation, Future of Work, New Mobility",4,4_cars_industry_of_manufacturer,"['cars', 'industry', 'of', 'manufacturer', '40', 'other', 'automotive', 'and', 'transformation', 'digital']","['Volkswagen: Leading German automotive manufacturer, Digital Transformation, Automation, Industry 4.0', 'Porsche: Leading manufacturer of high quality cars, Other, Automation, Digital Transformation', 'Daimler: Producer of premium cars and manufacturer of commercial vehicles, Other, Digital Transformation, Automation']",cars - industry - of - manufacturer - 40 - other - automotive - and - transformation - digital,0.8327773818071466,False
96,"Nokia: Nokia is a Finnish multinational communications corporation engaged in the manufacturing of mobile devices and network infrastructure., Automation, Other, Industry 4.0",8,8_mobile_telecommunications_services_communications,"['mobile', 'telecommunications', 'services', 'communications', 'broadband', 'fixed', 'digital', 'transformation', 'automation', 'and']","['Partner Communications Company: Partner Communications Company is a mobile network operator, internet Wi-Fi, fixed telephony service and OTT/IPTV provider in Israel., Cybersecurity, Security, HealthTech', 'SFR: SFR operates as a mobile telecommunications operator that offers mobile telephony services., Digital Transformation, Automation, HealthTech', 'Movistar: Movistar is a Spanish mobile phone operator offering fixed and mobile telephony and broadband services for its clients.\xa0, Automation, MarTech, Future of Work']",mobile - telecommunications - services - communications - broadband - fixed - digital - transformation - automation - and,1.0,False
